system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
11,Dcard,https://www.dcard.tw/f/stock/p/255112645,2024-03-29 05:38:12,#請益 #請益 長榮今天的股價是發生了什麼事😨,"如題

沒有漲就算了
為什麼收盤還跌了啊📉
00940買了那麼多竟然還可以不漲？！
另外（延）是什麼情形才會發生的啊？
https://sticker-assets.dcard.tw/images/b914ee31-e409-4670-8cf6-52189a7bada7/full.png",stock,100,,F,國立清華大學
12,Dcard,https://www.dcard.tw/f/stock/p/255112562,2024-03-29 05:27:35,#其他 徵求永豐營業員,汝題，我已經從線上開戶有一陣子了，雖然交易金額是不大，但想說有時候有問題的話有營業員應該比較好詢問（每次打電話去問東西都覺得他們很不耐煩哈哈），希望徵求一個好營業員🥹🥹，感謝🙏🏻,stock,6,,M,輔仁大學
13,Dcard,https://www.dcard.tw/f/stock/p/255112432,2024-03-29 05:12:22,#請益 成交價格出現錯誤？,"https://megapx.dcard.tw/v1/images/80d3368b-7a89-4a27-bfeb-9b7825363c8b/encode/1280
https://megapx.dcard.tw/v1/images/d00db481-d856-4038-8d47-cb62d0674f6c/encode/1280
https://megapx.dcard.tw/v1/images/fed6c43b-ede9-4cbc-8551-e81905a0d403/encode/1280

剛剛分成兩次下單
第一次是2張26.9 第二次是3張26.7
結果發現變成3張26.9 2張26.7
剛剛開了國泰證卷app也是顯示後者
請問這種情況要怎麼解決
上網查也查不出一個所以然
麻煩大家幫忙了！",stock,5,f000t333,M,嘟嘟嘟
14,Dcard,https://www.dcard.tw/f/stock/p/255112468,2024-03-29 05:17:32,#分享 00945,"會不會之後有這檔etf阿！
（韭是我）
🤣🤣
https://sticker-assets.dcard.tw/images/1c15b95f-9852-4bc6-b3af-12fd1576af25/full.png",stock,2,,M,國立高雄第一科技大學
15,Dcard,https://www.dcard.tw/f/stock/p/255102356,2024-03-28 05:40:57,#其他 台股吃錢？,"個人實例
日月光投控

3/27（午1）：153.5（buy)
3/28（早9）：155.5 （sale)
隔日賣出
利：1,381

3/28（午12）：153.5（buy)
3/28  (午12）：154.5 （sale)
現股現沖
利：618

3/28（午1）：154.5（buy)
預計隔日賣出
照理來講應是淨利1,999

但看盤軟體上顯示第二筆淨損-383
各兩筆現股當沖買進/賣出
淨利：1,261

這究竟是...？
被A錢了嗎？",stock,9,,F,國立臺中教育大學
16,Dcard,https://www.dcard.tw/f/stock/p/255106733,2024-03-28 13:03:17,#分享 3/28 細節觀察與交易方向,"加權指數下跌53.57 收在20146.55
櫃買指數下跌0.36 收在250.58
高檔區間震盪整理等待方向表態，19930-20255之間，仔細觀察每一根綠k都有出量，壓力點， 每一次的黑外資站賣方，而投信因為ETF強迫買超，講白了就是散戶的錢，一直站買方。
期貨方面自3月結算日後，外資至今空單持續增加，選擇權方面還看不出端倪

相較於這些更注重的關鍵在盤面資金，整體成值強勢股大於弱勢股，也就是資金分歧，並不像金流前面百花齊放，現在就是多空分歧個股表現

總結：籌碼方面外資空，投信多而投信資金來自於ETF，技術面守穩在半根長紅之上強勢橫盤整理，等方向，個股多空分歧，開始能篩出哪些是真可留意（AI.矽光子.軍工.安控.通訊等會是接下來繼續關注的產業），並還未出現「轉弱跡象」，持續做多，保守害怕的降水位避險即可。
//操作方向//
目前方向不明確，處在盤整震盪格局
追強勢股，等拉回
盤整個股要操作，多-等過高 空-等待破 才有方向

如果喜歡這樣的分享，一定要留言讓我知道！！！
支持我繼續分享下去的動力~～
想學習更多股市相關的基礎知識 可以追蹤起來!!!
按讚起來!!!
",stock,1,smile14963,M,Luka
17,Dcard,https://www.dcard.tw/f/stock/p/255114996,2024-03-29 10:00:04,#分享 交易日誌 DAY 105 (週結算),"
交易日誌 DAY 105 (週結算)

本週重點總結：人前吹上天 人後降曝險 橫批：賣飛小丑🤡

這週績效有感拉升，但操作上實在太多讓我失望的地方

首先是5274信驊
上周二就提過高機率能看到各家狂出報告瘋狂抬轎
然後不出意外的是我又在噴出的前一天減碼

再來是6414樺漢
進場主要是因基本面看好
但沒有小型期的一口占我部位有點大
就乾脆選擇減碼後也是噴出
沒注意到可能的ETF買盤也是一大失誤

以上零零總總加起來算進績效的話
原本的績效統計能達76% 等於白白損失13.5%
對自己的失望大於績效的喜悅..

再來說說下個月的規劃吧
目前打算指數部位挪到遠月
開始空近月指數做避險 預期大盤有修正
盡量不碰漲高的個股
偶爾做做波段價差 緯穎/網通/航運
華通/牙科 有漲就減碼一點換現金
也可以考慮換去日圓正二 (?)
上銀/穩懋/捷哥/采鈺/牧德/立端/新唐/樺漢/富邦媒
-5%以上再加 不急著打完
想辦法把槓桿降到150%以下

記憶體我比較期待的是DRAM南亞科
海力士 三星 美光 都在全力衝HBM產能
粗暴一點估算的話
D5做3個大概等於HBM做1個 的資源
所以現在全力幹HBM 多的也是做D5
南亞科這種做D4的直接喝湯喝到吐
唯一的風險是中國長鑫存儲
去年趁著禁令前大爆買設備
買到科林研發等設備商去年破紀錄賺爛
如果長鑫也要硬幹HBM就喜聞樂見
但長鑫要進D4搞削價廝殺就死定了

持續關注並考慮買進/加碼：
其陽、上銀、立端、富邦媒、宏捷科、是方、群聯

警告：此日誌並非提供投資建議，但可提出建議或討論彼此選股邏輯；除Dcard、臉書及IG外無任何其他群組並無任何收費服務，應審慎考量自身之投資風險，並就個人投資結果自行負責。",stock,20,rich_1024,M,Rich 李奇
18,Dcard,https://www.dcard.tw/f/stock/p/255110380,2024-03-29 00:00:20,#新聞 2024 3/29 晨間新聞與交易方向,"新聞摘要📰
1.輝達最強AI晶片GB200搶貨潮，傳廣達奪3大單 AI伺服器 AIPC AI電車
2.鎖定晶片生產設備，美國促使盟友禁中國設備維修
3.分眾化市場成形，出貨回穩，電競顯示器生態各廠搶功
4.八方雲集助攻抗通膨，推出買鍋貼水餃就送湯
5.俄羅斯減產不講武德，美今年夏季油價恐怕創兩年新高
6.美股週五休市，FED最關心PCE數據將出爐
7.小米SU7推三版本，售價比特斯拉便宜3萬

昨日已經有分享現階段市場的籌碼與技術面解析
還沒看的可以點進首頁觀看！！

總結：個股多空分歧，開始能篩出哪些是真可留意（AI.矽光子.軍工.安控.通訊.車用等 ，會是接下來繼續關注的產業）
並還未出現「轉弱跡象」，持續做多，保守害怕的降水位避險即可。

//操作方向//
目前方向不明確，處在盤整震盪格局
追強勢股，等拉回
盤整個股要操作，多-等過高 空-等待破 才有方向


如果喜歡這樣的分享，留言「早安」打聲招呼讓我知道！！！

支持我繼續分享下去的動力~～
想學習更多股市相關的基礎知識 可以追蹤起來!!!
按讚起來!!!",stock,2,smile14963,M,Luka
19,Dcard,https://www.dcard.tw/f/stock/p/255087798,2024-03-26 15:14:58,#標的 地產入息基金翻八倍,"原來地產入息基金是這麼好賺的嗎... https://fund.cnyes.com/
",stock,0,,M,國立臺灣大學
20,Dcard,https://www.dcard.tw/f/stock/p/255120858,2024-03-30 03:21:21,#分享 不小心買到妖股了,"如題,原本小弟我的選股邏輯一直都是以有獲利、殖利率最少4%，且未來成長機率高的公司為主。

然而就在3月初的時候，有個朋友非常強力的推薦我買佳必琪（因為他那時候已經買進了），原因是輝達的供應鏈阿等等，起初我不以為意，因為我是個幾乎不會追高的人，於是我就隨口敷衍了他一下說，如果回到月線我就買，賺超過一萬的話就請他吃饗饗。

到了3月底，由於在過年前曾經持有過的中美晶、漢唐都被00939、00940買到天上去，且不知道要買什麼，再加上從過年後的大行情完全沒跟到的情況下（本韭原本預測應該會拉回修正再上,所以把錢先暫時轉到公司債ETF)，我開始去了解佳必琪這家公司的相關資料。

就在大盤大漲400點，佳必琪當天還下跌4%（我是覺得完全沒道理）回測到上升月線之下時，所有我以前的選股邏輯跟買進理由都符合了，沒道理不買進吧…於是我就從98.2元一路買到均價105元左右。

3/27董事長開法說會親口說切入GB200的供應鏈後，隔天就開始一字鎖了…
我從來沒想過要買妖股，也不認為自己能靠妖股或倍漲股一夕致富


但買到的心情真的好爽🥹
",stock,72,會計學系,M,中國文化大學
21,Dcard,https://www.dcard.tw/f/stock/p/255120718,2024-03-30 03:02:21,#請益 00940後續發展（？）,"外資大量借券賣00940成分股，應該就是00940成分股股價漲不起來的原因吧（？）
是否繼續持有00940成分股，等待下一波大量借券回補，期待有軋空行情出現？

請教高手們，借券回補大概什麼時候？

如00940的成分股即將大漲，是否逢低進場？

而成分股大漲，00940上市後，連帶00940本人及一大堆00919、00939等ETF股價是否一同上漲？

以上投資小白的推測，如果真的是4/1後又有一波瘋搶潮（？）





",stock,8,yachiyachi,F,chichiyaya
22,Dcard,https://www.dcard.tw/f/stock/p/255120875,2024-03-30 03:24:13,#請益 求推薦!!一支可以來回操作觀察的練習股!,"雖然股齡兩年多
但一直不太會操作股票
常常虧錢
加上上班根本沒時間也沒法當沖
所以想找一隻專心研究基本面跟線圖就好
拜託各位高手推薦!!
我想學會透過財報等基本盤好好選股
但現在自己實在不太會挑~

etf跟銀行股先不用～etf有在慢慢買",stock,9,ilovetravel8888,F,懶懶過一生
23,Dcard,https://www.dcard.tw/f/stock/p/255124349,2024-03-30 10:47:53,#分享 【填問卷，抽7-11禮券300元，共15名】,"有使用過生成式AI如:ChatGPT、Bing、Claude等都可填寫，問卷題目不冗長(約2-4分可填完)
填答完成後並為有效樣本，將隨機抽出15位填答者，各贈送seven 300元禮券，以email通知中獎者(如欲參加抽獎者，請於問卷最後填寫您的email)
再麻煩大家了，謝謝。

https://www.surveycake.com/s/yO9k6",stock,0,penguinbest,M,愛吃冰塊的企鵝
24,Dcard,https://www.dcard.tw/f/stock/p/255128214,2024-03-30 18:27:02,#其他 [檢討][2376 技嘉],"依照3月25日給的策略圖
技嘉波段底部參考295.5反彈
目前接近半波壓力參考329.5
週五觸碰關鍵價位參考324後回調壓在318.5下方
支撐上移參考313
",stock,0,haudailuen,M,浩呆の國際
25,Dcard,https://www.dcard.tw/f/stock/p/255128309,2024-03-30 18:51:45,#其他 [檢討][1503 士電],"依照3月26日給的策略圖
士電於半波壓力參考324.5回調
回調至前波段半波支撐參考285有守反彈
305轉波段壓力 沒站回這裡要有續回調準備
",stock,0,haudailuen,M,浩呆の國際
26,Dcard,https://www.dcard.tw/f/stock/p/255115681,2024-03-29 11:07:59,#分享 AI的盡頭是電力,"雖然國發會主委龔明鑫提出數據表示2030年之前不會缺電，但是沒看到關於AI升級推動資料中心用電預估的數據，相信缺電議題在2025非核家園之前仍是輿論的焦點，客觀來說，龔明鑫說的是關鍵：「在ESG或RE100的要求下，大家關心的已不是缺不缺電的問題， 而是買不買得到綠電的問題。」但是政策有沒有低估AI大語言模型(LLM)迭代升級後，對於資料中心(IDC)的用電量，這可能是個變數，畢竟生成式AI的發展之快，已經將摩爾定律送入歷史洪流，在AI所需的算力世界裡，看不到盡頭的升級才是答案，因此廣義上的缺電，的確是有可能在2030年之前再次發生，根據國發會最新盤點，包括半導體投資全部估算進去，2023至2030年可能要額外增加用電需求7GW，但單單現在天然氣機組淨增加已經達9.1GW，更不用講還有其他再生能源，所以理論上，只要天然氣的運送沒問題，廣義上的缺電就不會發生。
但是阿姆斯特丹自由大學(Vrije Universiteit Amsterdam)數據科學家及研究員Alex de Vries計算顯示，運用AI進行線上研究需要的能源比標準研究多至少10 倍。在資料呈指數級成長的後摩爾定律時代，生成式AI技術蓬勃發展的同時，對算力的要求也與日俱增，隨著AI訓練和推理成本持續上升，GPT-3的參數數量達1750億，而GPT-4的參數數量將超過1兆，訓練一個AI模型所需的算力將每2年漲275倍。根據國際能源署(IEA)預測，資料中心耗電量基本每年年增15%，預測2023~2026年期間，AI對能源的需求至少會膨脹10倍。從這個角度來看AI就算不是吃電怪獸，很有機會成為推升電價上漲的變數之一，經濟部決議4月起電價平均漲幅11%，平均電價從每度3.1154元，調高到3.4518元，其中用電最多的IDC將調漲25%為最多。富邦蔡明忠說：「電價一漲，相信一定是萬物齊漲，因為所有東西要生產、要服務都需要用到電。」沒錯，電費還沒漲，市場的雞蛋一斤漲3元，央行雖然升息半碼抗通膨，同時間房貸族、甚或是卡債族的負擔更重。
當生成式AI遇到複雜問題需要大量高速運算時，電網的瞬間用電穩定才是大家需要關注的焦點。此前，ChatGPT每天耗電超50萬千瓦時，就登上了新聞，最近核融合(Nuclear fusion)成為新焦點，和碩童子賢說「電力即國力，得核融合得天下。」原因是微軟的工程師在社交媒體上爆料：「訓練ChatGPT-6的10萬個H100 GPU基建正在積極建設中，但一旦我們在同一個州部署超過10萬個H100 ，電網就會因無法負荷而崩潰，團隊在部署跨區域GPU間的infiniband級別連結時遇到了困難。」一般大型電廠的輸出功率達到2000兆瓦，100兆瓦的負載其實並不大，但是突然在電網中增加100兆瓦的負載可能會讓電網系統出問題，更別說10萬個H100同時運作，功耗將達到70兆瓦，不知道台灣的電網撐不撐得住。
根據經濟部111年度全國電力資源供需報告P7，評估電力系統供需是否穩定的另一指標是備轉容量率，主要是檢視每日瞬時尖峰負載當下的供電情況，可由台電網站中「近期電力資訊」 (https://www.taipower.com.tw/tc/page.aspx?mid=209)，獲得每日備轉資訊。所以政府清楚了解到在每年7月大暑節氣前後的「瞬時尖峰負載當下的供電情況」是評估缺電的另一個重要觀察指標，筆者相信台灣政府機關與企業應該還沒達到訓練GPT-6的地步，所以缺電議題可能還要長時間觀察。
AI是能源的無底洞，能夠限制AI發展的只有能源，不是人才。去年2月時代雜誌報導：「AI的運算能力每6～10個月成長一倍。」但馬斯克說：「現在AI對算力的需求差不多每半年就會增加10倍。」根據波士頓諮詢集團的分析，到2030年，資料中心的用電量預計將增加兩倍，相當於大約4千萬美國家庭供電所需的電力，核能也許是唯一的辦法了，電力短缺將直接限制未來GPU的發展，包括OpenAI的奧特曼在內，越來越多的AI產業巨頭認為滿足AI巨大能源需求的最有效方法，就是核融合，可惜的是，英國曼徹斯特大學核融合研究員Aneeqa Khan表示：「在地球上重建太陽中心的條件是一個巨大的挑戰，可能要到本世紀下半葉才能準備就緒。」所以在未來，能源將會是困擾AI發展的一個大問題，反過來說，進入生成式AI時代，電價只有更高，沒有最高。",stock,5,m5213,M,小天
27,Dcard,https://www.dcard.tw/f/stock/p/255115615,2024-03-29 11:00:27,#其他 實際建倉股與募集公告不同  (神基),"https://tw.stock.yahoo.com/news/00940%E6%88%90%E5%88%86%E8%82%A1%E4%BB%8A%E9%96%8B%E7%8D%8E%EF%BC%81-%E6%8A%95%E4%BF%A1%E5%A4%A7%E8%B2%B7%E5%80%8B%E8%82%A1%E5%90%8D%E5%96%AE%E4%B8%80%E6%AC%A1%E7%9C%8B-002019662.html




00940公告的前十大成分股原本有3005，卻意外變成4938。請大家一人一信去向元大抗議",stock,8,,F,長庚大學
28,Dcard,https://www.dcard.tw/f/stock/p/255128204,2024-03-30 18:25:17,#其他 紀錄一下庫存,"目前庫存中的，虧損約七檔，只有一檔虧損超過十趴，一檔約十趴，其他十二檔小有獲利。

股票太多太亂，需要在改變一下操作的模式一下，集中！！！



































",stock,7,bounsgame,M,丫不
29,Dcard,https://www.dcard.tw/f/stock/p/255115855,2024-03-29 11:26:39,#分享 股海漂泊日誌012 老天爺啊，我賺了兩億，回憶跟失憶。,"今日成交

看了看突然腦中有人說買英業達會賺錢，所以就買進了。

未實現


跟我預測的畫面有點不一樣，但是反正到期日都還有很久，就繼續放著吧。

最近要去買new jeans 娃娃超可愛。

結案 希望大家發大財。
https://sticker-assets.dcard.tw/images/ecc7e913-1662-4928-a4cc-056fe856e862/orig.png",stock,2,nathan0857,M,God bless
30,Dcard,https://www.dcard.tw/f/stock/p/255115874,2024-03-29 11:29:10,#分享 當沖紀錄day23,"修身養性了一陣子，一出手還是很想賺回來，都忘了自己的保本機制，寧願少賺也不要賠錢的原則，總是想說再一點點就可以把某某天虧損賺回來了，最後的結果就是賠得更多

整個三月需要檢討的很多，四月可能也是持續觀望不操作，或者縮小額度，大家三月漲不停應該都很開心，只有我被嘎爛😂
以下附上月結算



可能有人說應該要賠更多才對，怎麼賠那麼少？
把樓下這張扣掉整個三月真的是賠爛，如果沒賠那麼慘，可能這些都還會繼續抱著，希望下個月可以順手一點

",stock,0,aaaa1357,M,右容
31,Dcard,https://www.dcard.tw/f/stock/p/255114557,2024-03-29 09:14:03,#分享 3/29 高股息不如高成長 持股再創高大漲,"大家好👋我是建雄分析師

台股高檔震盪
清洗籌碼👉趨勢仍向上
多頭火種不止！

💡近期看好的族群：
【機殼股】晟銘電、勤誠

【AI伺服器🔥】
廣達、緯創、緯穎、英業達
今日同步大漲！

【PCB族群】聯茂、楠梓電
富喬、金像電、欣興上漲📈

📌6274台燿
亞系外資調升目標價 
Q4財報優於預期
獲利續抱💰持續看好

📌6425易發
12月單月EPS $1.13
前兩月營收年增196%
營收獲利成長可期🥇

【個股解剖室】
📌6139亞翔

為機電系統整合工程廠
去年稅後淨利$28.88億
年增率389%✨獲利創高

每股稅後盈餘$12.81
現金股利$9👉歷年新高 
近半年內每月營收
年成長皆達100%！

已在手訂單達千億元 
6成為『半導體產業』
法人看好公司今年營收、
毛利率將顯著成長💪

https://sticker-assets.dcard.tw/images/8de2f7bc-70af-4798-be89-4c7dc7b8f000/orig.png
👉今天的【雄才戰略】節目
https://youtu.be/e5aLMWXX0Ec",stock,1,win0909,M,運達投顧
32,Dcard,https://www.dcard.tw/f/stock/p/255120367,2024-03-30 01:52:14,#其他 徵求永豐營業員,"如題，本人之前是線上開戶
分公司是設在經紀部
然後營業員很久前就消失了
由於最近平日沒空
所以想找願意協助跟聊天的營業員
雙北佳（處理事情方便
男的佳（比較好聊",stock,3,,M,國立清華大學
33,Dcard,https://www.dcard.tw/f/stock/p/255092391,2024-03-27 06:05:22,#請益 TDR 配息相關問題,"如題
#晨訊科-DR (912000)
配息0.04港元 大約台幣 0.16
DR這邊 1股=母股 2股
所以配息是 0.32台幣嗎？
殖利率 0.32/2.62 大約12%
不知道這樣有沒有算錯？
謝謝🙏",stock,0,,M,中原大學
34,Dcard,https://www.dcard.tw/f/stock/p/255123615,2024-03-30 09:11:44,#分享 【2024年0325~0329 臺指期當沖】自動化交易紀錄分享,"<台指期觀察點>
　　從日Ｋ線圖就可觀察到本周就是在20064-20459這個區間內震盪，而程式策略本周剛好都觸發到順勢往上，就容易產生追高的狀況產生，也就是在區間格局時，適合採取底部支撐做多，上方壓力做空的操作模式，以避免被巴來巴去。

　　從30分K可以得知目前的主要區間位置20038~20223為支撐區域，而壓力區20377-20459，只要此區間方向沒出去就是維持區間操作即可。
https://vocus.cc/article/66029753fd89780001f7b1c0",stock,0,henrycheng23,M,紀律投資
35,Dcard,https://www.dcard.tw/f/stock/p/255123614,2024-03-30 09:11:36,#分享 【2024年0325~0329 臺指期當沖】自動化交易紀錄分享,"<台指期觀察點>
　　從日Ｋ線圖就可觀察到本周就是在20064-20459這個區間內震盪，而程式策略本周剛好都觸發到順勢往上，就容易產生追高的狀況產生，也就是在區間格局時，適合採取底部支撐做多，上方壓力做空的操作模式，以避免被巴來巴去。

　　從30分K可以得知目前的主要區間位置20038~20223為支撐區域，而壓力區20377-20459，只要此區間方向沒出去就是維持區間操作即可。
https://vocus.cc/article/66029753fd89780001f7b1c0",stock,0,henrycheng23,M,紀律投資
36,Dcard,https://www.dcard.tw/f/stock/p/255131360,2024-03-31 07:09:00,#分享 「瑞祺創高，00940要掛牌啦」,"3/31盤後小飛龍
目前持股與觀察名單
1. 3/25發動台燿等個股
2. 3/29發動瑞祺等個股
4. 櫃買守住頸線，輪動速度加快，保守操作
5. 今日加權實體紅，頭部墊高，頭肩頂規劃
6. 今日櫃買實體紅，震盪區間操作，防守頸線

飛龍定義：前日K棒低點

發動的定義：
多觀察追蹤後隔天開盤有過9:05高點就進場
停損則設定1-2%

希望這樣的資訊以及SOP建立
對於大家有所助益
下面可留言提問個股討論

也可以追蹤IG:stock.purple
路過請給予愛心鼓勵創作
紫殺會努力分享更多個股教學
",stock,0,r9594,M,小紫紫
37,Dcard,https://www.dcard.tw/f/stock/p/255116223,2024-03-29 12:08:10,#請益 存股除了ETF外還有其他推薦的嗎？,"哈囉 版上股神大家好

鑑於這一年各種ETF掛牌上市
搞得現在大家手上沒點ETF都好像不是現代人
尤其高股息ETF好像被當成做波段的

不過自己還是有點好奇
印象中台股聽長輩在講幾乎都是合庫金 玉山 台泥 中鋼這種股
不然就是誰誰誰內線報明牌 幾乎沒在聽他們買什麼ETF..

瞭解到ETF也是長期投資的概念
但現在熱度過頭自己也有點擔憂
現在大家好像都無腦買ETF
似乎不買合庫金這種金融存股

撇除這些金融存股
大家手上還有哪些壓箱股票存很久沒動的呢？

台美英股都ＯＫ的

另外再問一下營業員是可以換的嗎？
我去年中開了口袋證券買美股 但每次有問題找人問都等好久
還是換一間證券商比較快？

版上好像都推富邦 永豐 這兩間比較多
好像也有營業員可以幫忙（招手）

但兆豐最近複委託推以股計價好像蠻特別
有人研究過這種手續費計算方式嗎？

我初步自己估算
若買美國高價科技股似乎挺划算

",stock,13,,M,致理科技大學
38,Dcard,https://www.dcard.tw/f/stock/p/255120713,2024-03-30 03:01:16,#請益 幫爸爸選擇存股標的,"大家好，爸爸已開通元大證券，目前預計投入200萬存股，想幫他們規劃月月配現金流（00878+0056+00713）+美債00795B，
想請問各位是否有其他推薦的搭配組合呢？感謝大家。",stock,5,,F,淡江大學
