system_id,dataSource,artUrl,artDate,artTitle,artContent,commentCount
111,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6930748,2024-03-15 05:19:00,關於眼鏡收納問題,最近在BISINDEI又買了兩副新眼鏡兩個膠囊眼鏡盒現在放在化妝台上 超可愛的目前穿搭用的眼鏡有6隻(還有兩隻太陽眼鏡借給出國的家人了)有想過買眼鏡展示架 但還是想把眼鏡收在衣櫃或梳妝台抽屜裡不曉得堅不堅固 這種眼鏡收納有人用過嗎?大家通常都是怎麼收納眼鏡呢?有什麼好的整理方法嗎?感謝!,4
112,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6930729,2024-03-15 04:39:00,長痘痘想換成抗痘的洗臉慕斯,臉頰右上角長一顆沒有白頭的腫痘已經好幾天去找過醫生拿了藥回家擦想說把洗臉也換成抗痘型的會不會比較好?牌子眾多所以眼花撩亂但有整理比較有興趣的幾個1.施巴 痘淨潔面慕斯(額外想問這款也有肥皂好洗嗎?2.I DEW CARE 戰痘茶樹潔顏慕斯3.倩碧 無油光淨痘潔面慕絲三款都是慕斯型選手 避免臉上過度摩擦去刺激變更敏感,3
113,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6931008,2024-03-15 15:31:00,法國名牌這是幽默嗎？,法國名牌這是幽默嗎？還是Cosplay配件https://www.ctwant.com/article/324106,4
114,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6931442,2024-03-17 02:23:00,想找 [較長鬍鬚] 也能應付的電動刮鬍刀？,"想找 [較長鬍鬚] 也能應付的電動刮鬍刀？可否請前輩推薦 電動刮鬍刀 :(1)較短/較長鬍鬚都能應付(2)刮下鬍鬚收集機內最多,散落機外最少(3)[輕薄便攜式] 更好希望至少能找到符合 (1) (2) 的產品 , 感謝前輩們在先。",1
115,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6931440,2024-03-17 02:17:00,零錢包,請教大家有男生用的好看布質零錢包嗎?找了很久沒看到喜歡的 只看到po的比較符合而已大家有推薦的嗎,1
116,Mobile01,https://www.mobile01.com/topicdetail.php?f=744&t=6932168,2024-03-18 08:58:00,幫選好看行李箱！,"近期要去日本爆買，之後還要去韓國已經有一個20吋的登機箱了打算再買24吋左右的行李箱主要訴求是外觀好看，顏色有質感，2/8分或是1/9分、空間大、空箱輕、好推輪子順、預算不超過1萬為主跪求大家幫我選哪款比較適合目前有三款正在猶豫1：FRONTEC 25吋 檸檬黃官網$10,300，折扣下來是$8,755重量: 4.2 kg上掀式設計，不怕旅館空間小沒地方打開可擴容到88L但是空箱是3個選手當中最重的2：CURIO 24吋 卡其官網$10,700 特價$9,095重量: 3.9kg這個外觀私心最喜歡這個圈圈的設計好像也比較不容易刮傷箱體也有上掀式設計可擴容到91L價格最貴但空間最大3：MAXIVO 25吋 灰藍官網$7,500重量:3.9kg有剎車輪，坐捷運公車感覺蠻方便的沒有擴充、容量也是最小的只有69L雖然沒有優惠但價格是最便宜的還是我蠻喜歡的2/8分想問大家會怎麼選?",11
117,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6932000,2024-03-18 06:07:00,小眾洗髮精推薦,前陣子想說換季想轉換心情去燙了縮毛矯正，拉直我的自然捲沒想到燙直後，頭皮變得很悶熱燙後這一個月掉髮掉的嚴重每次用梳子上面都卡好多頭髮洗完澡吹完頭髮地上也掉了好幾根雖然變直後，頭髮好像比較有光澤但其實只要沒護髮，髮尾就會很乾燥到打結還以為只有捲髮才會有打結的困擾後來我去屈臣氏買了艾瑪絲的頭皮去角質然後改用同事推薦的Dori’s珍珠麗肽洗髮精洗髮的時候我有用指腹按摩頭皮每周兩次用髮膜+熱毛巾包裹5-10分鐘每周一次用頭皮去角質持續一個月之後，掉髮問題真的改善許多有時候不用特別護髮還保持得很柔順可以用手指一路梳開滑到底～真心推薦給大家,1
118,Mobile01,https://www.mobile01.com/topicdetail.php?f=600&t=6932197,2024-03-18 10:12:00,Lucky John-小星盾銀戒,Lucky John以北美原住民飾品為主軸發展出各種不同主題概念其中個人相當喜歡的主題當然就是以五角星為重點發展出的一系列創作這同時也是Lucky John的品牌標誌這次入手的小星盾銀戒星盾部分採用Hopi族疊加技術製成彷彿美國隊長的盾牌一樣相當厚實且具有份量感星星直徑為16MM結合厚實銀條打印出來的星星銀圈讓整體相當具有整體感就像另一種層次設計的三星銀戒這款戒指設計在之前有出過挖空版本實心版本則有M與S兩種尺寸S尺寸適合用來當作尾戒或女性配戴跟其他星星飾品互相組合搭配也是相當聚焦搶眼的存在！,0
119,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6932255,2024-03-18 12:31:00,二萬預算西服 訂製or成套,各位好，小弟的工作是業務，需要每天穿西裝，二年前入行時買了二套便宜的成套西裝每天交替穿，目前工作還算穩定，因此想升級目前每天穿的西裝，因為還是想一次購入二套交替穿，所以一套的預算抓在二萬元左右，有到西服店詢問過，這個預算是可以訂做到西裝，但回家爬文後發現有一派說法是，三萬元以下的訂製西裝，品質一般來說不會比同價位的現成西裝好，因此現在在考慮要購買現成的還是訂製，希望各位大大能給小弟一點意見，以及桃竹地區推薦的店家，謝謝。,3
120,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6933140,2024-03-20 08:16:00,【植髮七年】頭髮仍然濃密健康，髮型可以換來換去，感謝當時自己的勇敢。,7年前，我一個人戰戰兢兢到台北做植髮手術；7年後，感恩髮際線仍然豐盛，工作順利，越來越自信。⠀如果您有雄性禿，開始明顯掉髮，建議找個具有國際資歷（技術和醫德更有保證）的醫師，把禿髮的位置處理好，及持續吃藥保養，頭髮就會回復濃密健康，再次開展自信人生！【回到植髮前】我跟很多男生一樣，30 歲後，髮際線開始後移：看過中醫，做過針灸，嘗試過不同的藥物和洗髮精，黑芝麻水也喝了，就是沒效，只看到髮際線越來越後，額頭越來越高，髮量越來越少。加上實在忍受不了同事、親友「想跟你說你頭髮沒了你很醜但不忍心笑你但還是忍不住一直往你稀疏髮際線看」的眼神，所以去了做台北植髮手術。為什麼選擇台北？因為當時的價錢，是香港的三分之一，而且醫師有國際資歷，技術和醫德較有保證，所以蠻放心的。手術後拍了些照片，沒有血淋淋，但「一點一點的」，我是覺得沒什麼，但有朋友說看了有點怕怕的，所以不放出來了，想看的，歡迎私訊找我拿。熬過了術後首6個月的康復期，來到第9個月，髮型有了！久久沒有見面的朋友，都說外表年輕了XD【植髮後一年】雖然頭上多了一些白髮，但植髮手術後3年，頭髮仍然濃密健康，非常感恩：重點是效果比我想像中更自然，我不說，其他人完全不知道我有植過髮。上山下海也完全沒問題，所以一有機會，特別是疫情前，還可以到處旅行的時候，會到各地廟宇酬謝和祈福，當中包括泰國四面佛，以及臺南的噶瑪噶居寺：【植髮後4年】這陣子不能外遊，沒有美美的旅遊照片，但還是想趁植髮後4年做個記錄，也想鼓勵受遺傳掉髮困擾的朋友，跟我一樣，選擇優質的植髮診所，一次搞定，外形回復年輕。最後，衷心希望疫情早日過去，我想要到四面佛還願啊～～～【手術後6年】 嘗試新髮型2022年，踏入植髮6周年，感恩頭髮仍然濃密健康。可能工作太忙，加上年齡增長，白頭髮多了一些，但我今年一整年都沒有去染髮。因為遇到一位不錯的理髮師，他建議我把頭髮從向右撥（順髮流），改向左撥（逆髮流），頭髮立刻蓬鬆，視覺上更豐盈，也讓白頭髮沒那麼顯眼。所以就有這張「萬聖節派對」的照片了：說真的，瀏海改方向+變長了，剛開始有點不習慣，畢竟瀏海從小到大都是向右撥。後來想想，明星也是不斷改造型，為什麼我不可以呢？（哪來的自信XD）特別是台灣、香港的天氣都是偏熱偏潮濕，弄造型不容易。如果你也想視覺上增加髮量，可以試試看逆髮流的造型。最後要再次感恩自己6年前做了植髮，除了交友、工作和生活都回復自信，也有充足的髮量讓我嘗試各種髮型。【手術後7年】去年我接受了美髮師的建議，弄了個逆髮流、瀏海比較長的髮型。坦白說，我蠻喜歡的，因為逆髮流來梳，髮根被迫「堅挺」，頭髮不太容易塌下來，造型也變立體了。剛好那時候是冬天，於是順便把頭髮流長一點。不過太長的時候，變得比較難打理。超高角度瀏海：有嘗試過把瀏海剪短一些些，不過覺得效果一般。新鮮感過了，加上工作忙碌，沒有心思打扮，所以決定把頭髮剪短，回到順著髮流的造型。感覺人也清爽了，變得更有精神，雖然黑眼圈有點重……髮型換來換去，結果還是「舊愛最美」XD希望這篇植髮回顧，能鼓勵還在猶疑不決的髮友，早做植髮早享受。,1
121,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6931889,2024-03-18 02:47:00,送自己的生日禮物～閃閃發亮的水晶手鍊開箱分享,一直有在看水晶手鍊，很想入手但因為單價比較高，而且也不算是必需品，所以遲遲無法下手，今年決定趁生日的時候給自己個生日禮物！！挑了一條想提升我現階段狀態的Aura的月光石手鍊希望能夠緩解我急躁的性格和有時悲觀、負面情緒一開始看網站上的照片就超心動，很期待實品！今天來開箱給大家也當作個紀錄～收到後包裝跟官網上的一樣超級用心，看起來非常精美～打開時真的有一種精品的高格調感，不是隨隨便便的用小收納袋出貨而已，禮盒內還有一個收納盒，不僅讓手鍊看起來更高級，還給了我一種禮遇的感覺，而且平常如果沒有戴放在裡面保存感覺比較不會讓水晶質變！對我這種有點龜毛的人來說真的超加分～然後手鍊有個自己的家，也不用擔心會亂丟找不到哈哈哈打開包裝後，我真的有被手鍊上的水晶給驚豔到！除了希望調整狀態外，也是因為比較喜歡月光石，我請他們幫我客製，所以配置跟官網上的照片相反，真心覺得這決定超正確！以前也買過其他的水晶手鍊，都沒有這一家的閃耀、純淨，可能單價有點差距也是原因之一拉！這每一顆月光石都散發著柔和的藍光，這還只是在家裡桌上而已，看起來就好紓壓，帶出門在陽光下也蠻明顯的，而且上班辦公用電腦時一直看到手鍊在閃閃發光，心情就很好～～難怪說可以緩解急躁哈哈哈哈放幾張實體圖給大家聞香一下XD而且還有一點必須大大稱讚一番，就是Aura的客服很有耐心又貼心～因為這次要買的手鍊跟我平時的購物習慣比較不一樣，算是單價比較高的單品，我還有一部分要客製，所以我問了一堆問題，從水晶的功效、搭配，我希望的配色...等等，他們都很有耐心地一一解答，絲毫沒有煩躁，還根據我的提問推薦我好幾個款式，重點是不是那種挑貴的推，是真的依據我的需求給我推薦，幫我介紹各自的特色，覺得超級加分～整體購物體驗輕鬆愉快，打從心底覺得有被照顧到～～～看他們好像是新創品牌，目前網路上還沒有很多討論，所以來分享一下～,6
122,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6932745,2024-03-19 12:41:00,徵睫毛管理模特,☻︎ 誠徵睫毛管理模特 ☻︎①地點：高雄市到府服務（工作室籌備中）②費用：免費（需先付訂金500元，當天結束後會全額退回，避免放鳥)③項目：睫毛管理④時間：私訊詳談都能配合♡操作時間：約2.5 - 3小時♡新手，練習手速和精緻度，需耐躺、不趕時間‼️ ♡收集作品增加曝光、配合拍照、可同意po文-100%原生睫毛操作 -非嫁接無異物感-改善睫毛倒插、下垂困惱-可維持6-8週（依個人睫毛生長期不同）-每個人睫毛條件不同，捲翹度也會有所差別，可接受在預約！ ✔️需配合操作前後拍照 ✔️施作當天請勿化任何眼妝✔️沒有嫁接睫毛者✖️不適合三個月內有雷射、手術過✖️不適合有眼疾、發炎、敏感者✖️謝絕過度要求完美者,0
123,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6932397,2024-03-19 01:26:00,--狗牙托特-- Goyard Anjou Mini bag 棕 簡易開箱,"本次要分享的主角是Goyard Anjou Mini bag江湖人稱狗牙托特包個人對於精品包的認識僅止於如Hermes, LV, Chanel, Gucci, Dior, YSL...等等因此對Goyard可謂一無所知直到隊友入手後才開始留意這個來自法國的百餘年老字號品牌好奇查了一下發現Goyard專櫃的數量不多整個亞洲不過10出頭間(中國、南韓、日本、新加坡)，連歐洲也僅有5間在台灣就只能找代購或飛一趟國外聽聞歐洲更有一本護照只能買一個之類的限購令都市傳說相較前面提到的眾多品牌個人認為Goyard客觀來說是偏小眾的個人對包沒太多研究就不再胡謅了廢話不多說，看圖吧!黃色的布質外袋，上頭印有融入Goyard字母的logo被壓得扁扁的Mini bag本尊主體一只、附帶一零錢包(原本想說戶愚呂兄弟...)兩面使用，內裡是單色小牛皮質Logo壓紅色的蠻特別，好奇有人會翻面使用嗎?外側亮面帆布搭配Goyard標誌性的pattern，摸上去略有微微的凹凸感有其他特殊的款式是師傅手工將花紋或線條畫上去感覺就貴了Mini bag是基本款的小號托特包底約20cm、高20cm、開口25cm、提把約18cm尺寸適中，挺適合日常使用放個短夾跟大支手機還很有餘裕細節看起來頗為細緻，加厚握把的手感也不錯差不多要辭窮的時候趕緊拉隊友出門來點外拍看看實際的比例與實拿效果隊友衣服清一色白黑灰，倒是什麼顏色的包都不至於突兀懸掛的那一丸毛球純屬她的個人喜好，與Goyard沒有任何關係這陣子觀察下來，除了沒有揹帶不能側揹以外使用上還真蠻融入生活的跟親戚長輩朋友吃飯這包也等同隱形沒人問起、也沒人多看兩眼、相當自在逛街很偶爾會看到同款不同色的Mini bag撞包機率不高適合偶爾想低調的各位以上簡易分享，感謝耐心閱讀至此的朋友們",25
124,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6931457,2024-03-17 03:38:00,賣勞力士,請問一下板上的大大，如果想要轉賣勞力士，哪裏是好的選擇呢？ 謝謝🙏,7
125,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6932497,2024-03-19 04:21:00,代購過季的Uniqlo U外套,前陣子流行clean fit風格，自己也想嘗試一下，剛好在網路看到這件外套就被燒到，查了一下才知道是Uniqlo U系列一兩年前的商品，要找到全新的已經不太容易。所以立刻想到常用的Buyee代購網站找找看，果然還可以找到全新的，而且仍然有我要的尺寸。這件當初在台灣的售價是台幣$3990，不算便宜，經我的觀察在日本Uniqlo售價約等於台灣的七折左右，再加上是幾年前發售的商品，因此在buyee上有找到符合自己預算的外套。科技讓世界扁平化，個人除了出國外要買到別的國家的商品也相對容易很多，分享這個方式給喜歡購買日本商品的朋友。,1
126,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6932618,2024-03-19 07:19:00,光明分子配鏡心得x蔡司鏡片,最近看到光明分子竹北旗艦店開幕的廣告想到來分享之前配的眼鏡先上圖~因工作需要長時間用電腦，不知道是不是度數問題近日眼睛總覺得疲勞考量原本的眼鏡也戴好幾年了，索性趁這次重新驗光配一付新的因為家人之前在光明分子配鏡都算滿意，說驗光很仔細這次就直接到台中歌劇院店配，也記錄一下整個過程~現場跟耳聞一樣從外觀門面到內部挑高空間，設計感滿分沒話說基本上說是豪宅也不為過選品、陳設的質感也與印象中的眼鏡行完全不同空間漂亮歸漂亮，服務人員還是很nice，不會讓人有距離感我這次指定家人推薦的驗光師Annie從挑框到驗光，每個環節都依我的需求分享專業意見讓我感覺真的是為客人在著想，不會有強迫推銷的狀況，讓人很輕鬆自在一開始挑框，我表明想看原本就觀望已久的LINDBERG（歌劇院店有LINDBERG的專門展示區）過程中，Annie也會同時瞭解我的用眼狀況（例如會不會戴隱眼、上班是否需長時間看電腦等）並說明如果平常也會戴隱眼，可以優先考慮輕量框，比較不會覺得太重不適應然後根據臉型、個人喜好，以他們的經驗在茫茫鏡海中挑出幾款適合的框接著就試戴看看外觀、感受一下配戴舒適度等最後我挑了一個LINDBERG的膠框自己覺得簡單俐落又耐看，蠻喜歡的重點是戴起來舒服，耳朵跟鼻梁都不會有負擔然後下面這台，他們說是蔡司的3D中心定位儀環型結構上佈滿了鏡頭與感應器，可以偵測鏡框在臉上所有的角度數據像是瞳孔在鏡片上的相對位置、瞳距、傾斜角、鏡片與眼睛的距離等等我印象深刻因為人臉其實不是完全對稱的所以鏡框與臉型的數據等，會很大程度影響到之後戴起來的舒適度藉由這個儀器輔助，讓瞳孔中心可以精準對在鏡片上最清晰的區塊有記憶以來，從來沒有驗光師會在意並跟我說明這些細節更不要說搭配儀器把這些數據量化記錄下來不是僅憑空「靠感覺」在調整鏡框（難怪之前我常覺得眼鏡戴久了頭跟鼻子會痛，其實都是鏡框太久沒調整導致）鏡框大致調整完成後，會使用另一個前導波儀器測量角膜狀況Annie說明角膜不是完全光滑，會有點凹凸不平，因而會有散光問題另外也包含瞳孔大小，所以會造成日夜視覺變化等等差異~這邊還有提到一般鏡片都是25度一階但在光明分子配蔡司鏡片可以精細到「1度」的客製度數，更符合實際驗光結果最後就是一般我們比較熟悉的驗光環節除了驗光還有量測眼睛肌肉狀況座位與螢幕的距離是6公尺記得是因為看遠六公尺外可以放鬆雙眼，也是國際標準驗光距離（內心暗自驚歎連這種細節都有考慮到）像我眼睛算有輕微老花的前兆，可以考慮選擇舒壓鏡片不過我還是決定先配單光啦最後測到的度數是左眼近視525度 散光100度、右眼近視475度 散光50度比起多年前驗光又增加了一些QQ到此為止整個驗光流程就差不多完成了前後大約1.5小時雖然看似稍久，但其實會感覺時間過很快因為驗光師會用淺顯易懂的方式說明很多平常不知道的眼睛知識也能趁這個機會更瞭解自己的眼睛狀況在生活中改善用眼的壞習慣（我儘量......覺得其實很值得最後講講我戴新眼鏡一段時間的感受平常因為工作與設計有關，對色彩敏銳度要求高，也需要長時間看電腦換新眼鏡之後，看色彩感覺更鮮明長時間用電腦眼睛也不像以前一樣，動不動就疲勞乾澀聽起來或許很玄，但必須說好的鏡片跟鏡框真的差很多當中除了鏡片跟鏡框本身的材質與設計驗光專業度與細心也是缺一不可這次可以說顛覆我對配眼鏡這件事的想像如果追求配戴舒適度、鏡片品質的話，都蠻推薦去光明分子看看以上簡單分享~下次有機會也要去旗艦店看看,3
127,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6932455,2024-03-19 03:15:00,求推薦側背小包，謝謝～,"先生(37歲)這幾天嫌原本的隨身包太老氣想請我找一些比較年輕的側背小包至少要能裝得下iphone14、短夾多一點卡片夾層，不要有太大的logo...自己是有找了一些下單前先來問問看評價～謝謝1. BLAChoice SACOCHE 隨身輕便包 1,450元2. URDOTT 拼接隨身小包 加可拆背帶 1,162元3. SPLÄSH 迷你斜挎包 1,600元還沒有看到覺得最適合的隨身側背小包再麻煩網友們推薦了，謝謝",1
128,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6932678,2024-03-19 09:41:00,家中勞力士的問題,因家中親人過世後收拾遺物時有收藏此錶（但都沒有看過，想詢問此錶是哪一種款式？（對這方面不熟悉及如果要出售會去哪兒販售好，謝謝🙏,6
129,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6932599,2024-03-19 06:52:00,抗老保養都從哪裡開始？,開始觀察到臉上有法令紋、細紋逐漸冒出來苦惱好久到底是什麼原因，有夠不想面對自己已經是老人的事實QQ俗話說坐而言不如起而行，現在開始認真保養一定不算晚需要把保養品慢慢換成抗老的功能嗎？像我自己目前的化妝水比較偏向保濕類型想問問大家是否知道有保濕跟抗老功效兼具的化妝水或精華露再請大家推薦,8
130,Mobile01,https://www.mobile01.com/topicdetail.php?f=710&t=6933089,2024-03-20 06:18:00,Citizen Crystal Seven 老錶,,0
131,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6933793,2024-03-21 15:49:00,請問有人有東森幣嗎？,有人2500東森幣可以賣嗎？麻煩出個價錢台中市舊市區可面交佳網路需開蝦皮賣場,0
132,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6933033,2024-03-20 05:14:00,都怎麼遮白頭髮的？,現在遮白髮的東西很多種，染髮霜、泡泡染、補色刷....等等我最近看到有用洗的，叫賦黑調理染髮凝露看起來很方便就買回家洗了，目前是洗了2次雖然沒有像染髮霜那樣遮很快，但確實有把顏色慢慢洗上去一點點非常溫和、沒有那種洗完頭皮刺刺癢癢的感覺會再觀察看看繼續洗的效果如何～用過染髮凝露的人多不多還是說你們都習慣用什麼來遮你們的白頭髮？,2
133,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6933256,2024-03-20 13:16:00,竹北醫美- 竹北鉑金美醫診所〰️蜂巢皮秒效果分享🐝 毛孔縮小真實體驗！,圖多網誌版：https://reurl.cc/zldZ2N竹北醫美- 竹北鉑金美醫診所〰️蜂巢皮秒效果分享🐝 毛孔縮小真實體驗！不曉得大家是不是跟我一樣保養到一段時間就會對自己的某個缺點非常有執念😡比如婊姐就是對痘痘很在意常常說自己有皮膚OCD那我就是對自己的毛孔非〜〜常不滿意即使妝前保濕，使用保濕型的底妝鼻子的毛孔還是很明顯😅網路上做功課都說對於縮毛孔而言蜂巢皮秒是最有效的✨而這幾年我也陸陸續續打過幾次皮秒但要不就是體驗、要不就是課堂附贈的然後效果都是在「欸〜好像不能算沒有？但也好不明顯？絕對沒有人看得出來，那算好事嗎〜？」的程度然後大概兩個禮拜又感覺很沒有用了😂就算是課堂附贈的也讓人很悲傷不過我通常打得幾乎沒有修復期隔天幾乎都退紅了😮就算沒戴口罩也不會被側目的程度所以這次聽朋友介紹去了在新竹高鐵站附近🚐位於竹北的🉐鉑金美醫診所🉐首先跟診所的名字「鉑金」一樣🪙診所的內部裝潢也是充滿大理石風格的閃閃閃✨官網的照片也非常富麗堂皇🏰這種豪宅風會讓我一開始有點壓力...想說價格是不是很貴😳不過後來諮詢之後其實跟其他連鎖的蜂巢價格差不多(包套應該會更便宜〜詳細還是以客服的為主)接著先會是護理師帶你到諮詢室填資料📋然後客服會跟你確認你想要做的項目我一開始就說想要做皮秒後來客服應該是會挑個適合的醫生來幫忙確認實際狀況這次來幫我施作的是鄺世傑醫師他先是詢問我之前有沒有做過類似的療程？能不能接受比較長的修復期？主要想要改變的狀況是甚麼？因為其實我的臉也有一些輕微的曬斑但我個人不是很在意所以跟醫生說只是想要縮毛孔之後醫生也很確定的跟我說那就是要打蜂巢皮秒話說在這一輪的諮詢之後我也放寬心不少🫢因為無論是醫生、客服以及護理師每個都好溫柔！！！而且可能價錢對我的錢包也還算溫柔(？所以真的放心了不少！接著就是護理師會帶你到美容室卸妝☝️不過比較讓我驚訝的是竹北🉐鉑金美醫診所🉐在敷麻藥之前還會有保濕導入敷面膜😲一般保濕步驟都會是施打完之後詢問你要不要加錢才有的沒想到鉑金美醫診所是直接加在施作前🤧瞬間覺得好划算🤣護理師的手法超〜溫柔講話也是好〜小聲🤣敷麻的過程也是好好睡XD後來被叫去打皮秒的時候還有點小賴床哈哈哈之前去過某家連鎖的他是用簾子把病床跟病床遮起來每個人的距離都超近😹那竹北鉑金美醫診所就是個人獨立大空間！我沒有拍，但看官網的圖就真的很大之後，經過個長長的樓梯下樓就會是諮詢室跟診間了🫡接著就是醫師施打了〰️一開始到診間，護理師拿給我壓力球我還想說不用吧🤣不是皮秒而已嗎？怎麼可能比音波痛啦〜結果事實證明我真的錯了欸🥲蜂巢真的好大聲又好痛🥲如果音波是八分痛，他蜂巢應該有四點五分🤔我這次的蜂巢皮秒是不限發數的鄺醫師打得非〜常仔細還會把遮眼罩拿起來要打眼下周圍那時候蜂巢機器的聲音嘎嘎嘎好大聲然後臉又好燒🔥真的好想跟他說算了啦我就草莓鼻好了🥲但因為當初諮詢時有跟醫生說可以接受修復期長一點，縮毛孔有效最重要！沒想到醫生這麼認真真的打得好努力好想請他不要努力了我臉好痛😹上圖是我剛冰敷完的紅度👺竹北鉑金美醫診所除了會給冰敷面膜還會噴類似霧化機的東西來讓臉部降溫而且事後他還給我一個新的口罩讓我出去不要嚇到路人😹不過我覺得應該還是不要戴口罩比較好因為我額頭沒戴(？，回家後反而泛紅退更快臉頰還是比較熱❤️🔥而因為我平常不會敷面膜就也沒有特地去買面膜來敷但前兩天真的臉很燙的時候還是用了冰敷袋🐳不過我也很乖的厚敷B5感覺是B5也很有效第三天之後不會痛第五天就退得差不多了〜對比圖看就非常明顯！！除了臉明顯變亮(Before圖甚至還有先保濕導入臉摸起來也非常平甚至毛孔也是肉眼可見的變好小！！只能說要縮毛孔果然還是要靠醫美啊🚬不過其實有效的話，我的錢就還是拿去吧！！附上很滿意的素顏照〰️之後上妝也是比較服貼！新台幣變美法推薦給大家XD,0
134,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6933234,2024-03-20 12:21:00,請問這件牛仔外套是什麼品牌,請問許光漢身上這件牛仔外套是什麼品牌感謝諸位大神,0
135,Mobile01,https://www.mobile01.com/topicdetail.php?f=302&t=6929902,2024-03-13 07:52:00,適合掛在脖子上與衣服搭配的百搭耳機：Sennheiser HD490Pro,Sennheiser HD490 Pro 的解析相當高，與上了平衡線的Sennheiser HD660S2 不分上下！Sennheiser HD490Pro 相當輕，舒適度不錯，且不像其他Sennheiser 監聽耳機調音那麼清淡，卻是最清晰的一支耳機！然後它有兩版本，HD490Pro配件較少，HD490Pro Plus 配件多，變成2條線、多了一個頭樑墊，還有一個變攜收納硬殼包PS：內附Dear Reality dearVR MIX-SE 混音軟體一套（99鎂，約3000元）。試聽地點,0
136,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6928417,2024-03-10 03:10:00,請問此款香奈兒口蓋包款式型號,大型口蓋包金扣是獨立沒有皮革網上 官方搜不到此款型號請高手解惑謝謝,1
137,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6928424,2024-03-10 03:27:00,RSC拆錶帶驗真偽穩當,各位大大好，誠心求教看上一支23年的126610LV跟錶商約RSC拆錶帶交易真假穩當嗎？第一次買勞，不知道眉角，有什麼要注意的呢？,4
138,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6929561,2024-03-12 14:25:00,到底該不該用搖錶器….,小弟三年前與老婆買了一對Rolex的錶這幾年也都很小心沒有碰撞或摔到，但時間漸漸的不準，定期上鍊也沒有用爬文後許多網友都說要用搖錶器，所以就花了六仟多買了個搖錶盒，但可惜時間還是不太準，最後只好送台北敦南服務中心今天服務人員打來表示好了，原因是男錶擺幅低，油路不順，女錶自動心磨損，有換新，洗油處理。這跟我的認知不同…才買三年怎麼就有磨損？我以為可以用很久的，還是我真不知Rolex的耗損就是如此？另外最讓我意外的是連續兩位服務人員都叫我不要用搖錶器，這會加快磨損，聽起來是有點道理….那一堆人用搖錶器是？我上次去寶島清潔他們也在用搖錶器啊？到底該不該用搖錶器啊？請前輩指點了…,10
139,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6929622,2024-03-12 18:40:00,請問台灣的Porter Kura Chika 跟日本的吉田包有什麼差異呢?,各位前輩好近期第一次要到日本出差，計畫順道去找吉田Tank但是在網上搜尋時，發現台灣的各大百貨也有 Porter Kura Chika我知道台PO跟日PO的差別跟歷史漢神的Porter Kura Chika跟日本的吉田包是同LOGO的所以是差別在哪裡呢?匯率價差?新款的日本先鋪貨?還是說有些品項是台日有不同限定呢?煩請各位前輩解惑，不勝感激。,5
140,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6930299,2024-03-14 05:18:00,請問阿河師在嗎？,請問阿河師在嗎？出來，有事問你。,0
141,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6929997,2024-03-13 11:45:00,想找 [儲鬚盒是密封的] 電動刮鬍刀？,"想找 [儲鬚盒是密封的] 電動刮鬍刀？最近開始想嚐試 [電動刮鬍刀] , 讓刮鬍時間與麻煩度大幅縮小。有到 [小米之家] 操作過 [往復式雙刀頭輕薄款] 1S , 發現鬍鬚渣會掉落至 [馬達轉軸] 附近。有稍微搜尋過但無解答 , 故只能借次請教各位前輩網友 [電動刮鬍刀] 兩疑問/推薦 :(1) 請推薦 [儲鬚盒是密封的] , 鬍鬚渣不會掉落至 [馬達轉軸] 附近 , = 免清洗 [主要機體]。(2) 如果是 [輕薄便攜式] 更好。感謝前輩們在先。",4
