system_id,dataSource,artUrl,artDate,artTitle,artContent,boardID,commentCount,department,gender,school
11,Dcard,https://www.dcard.tw/f/dressup/p/255106707,2024-03-28 13:01:15,#日常穿搭 #分享#QUEENSHOP日系穿搭#穿出我的日系風格 #QUEENSHOP最日穿搭獎🌸,"155cm/45kg🙋🏽‍♀️
大家好，以下是我的7套日常穿搭～第一次發文就獻給這次的活動了！
QS的忠實粉絲，衣櫃裡超過一半都是QS的衣服😻
Look1
我最喜歡的一套，超愛這條裙子，不會顯腿短，渲染透膚內搭跟裙子的風格呼應，加上小花外套，很適合秋天的時候穿。


Look2
不管是單穿搭個腰帶還是搭罩衫都很好看的渲染洋裝，適合夏天穿💚



Look3
刷毛高領+小外套配白色長裙，冬天走室內行程剛剛好。


Look4
很喜歡這件襯衫，上面的壓紋很特別，讓整體看起來不會很單調。
第一次挑戰粉紅色就給這條裙子了！！


Look5
那時候聖誕節去台中找朋友玩，收集台中各地方的聖誕樹🎄



Look6
襯衫+蘿蔔褲+鋪棉背心，平常如果不想穿裙子的時候很愛穿這種鬆鬆垮垮的衣服，很舒服～



Look7
紫色調，很適合春天的衣服🌸



以上分享完畢，謝謝點進來看的大家🙏",dressup,4,wei_1009,F,a_wei
12,Dcard,https://www.dcard.tw/f/dressup/p/255131708,2024-03-31 07:58:14,#詢問 找外套,"如標題 
剛好看到 覺得很好看
想知道這件是哪間的
求求各位大大
",dressup,0,,M,國立高雄第一科技大學
13,Dcard,https://www.dcard.tw/f/dressup/p/255120631,2024-03-30 02:45:56,#分享 平常上班的穿搭,"大家好～ 初次發文，請多多指教！

由於近期開始迷上穿搭，由於還在啟蒙階段
所以穿搭跟拍照技術還在努力提升中

去年底徹底解放後（？，開始瘋狂的購物，直接被HARE圈粉
大概這幾次的手滑量直接超過過去買過的衣服的量（剁手中），所以這次會出現大量的HARE 😆

這邊記錄3月間的日常上班穿搭，先抓個幾張試試水溫
⚠️先提醒一下，由於基本上都是女裝，不能接受就請左轉

男 169/59

LOOK 1



上衣：HARE
褲子：HARE
/
Zozotown是個可怕的地方，意外的直接把官方搭配買下！
應該要失誤也很難

LOOK 2



上衣：HARE 
外套：HARE
褲子：GU
鞋子：ZARA
/
Y2K風格，搭上透膚的長罩衫又稍微拉回現代一點

LOOK 3



上衣：HARE
褲子：GU
鞋子：ASOS
/
HARE的洋裝設計真的很棒，可以三穿，前面全開可以當罩衫、半開可以當上衣、全扣可以當洋裝


LOOK 4



上衣：HARE
裙子：HARE
鞋子：ASOS
/
同事不穿丟給我的裙子
很愛這種小心機的設計


隱藏在心中十幾年的願望，趁著還年輕，謝謝女友及同事的支持

以上
感謝大家的收看！",dressup,2,suzukikatana,M,katana
14,Dcard,https://www.dcard.tw/f/dressup/p/255124041,2024-03-30 10:04:28,#詢問 選色障礙🥲Uniqlo防風立領連帽外套（防潑水）,"1.黑色
感覺穿起來很帥氣，
而且百搭，只是比較沒特色


2.綠色
也很好看🥹
只是穿搭感覺比黑色受限（？



想要穿起來有帥氣、中性的感覺
但真的選不出來⋯⋯希望大家給我一點意見
https://sticker-assets.dcard.tw/images/05c2c9f2-5310-43e1-979c-08f57ad0d7dc/orig.png
（By the way 這件不便宜，不知道有沒有機會降價）",dressup,7,ineyuihc,F,香菜
15,Dcard,https://www.dcard.tw/f/dressup/p/255120640,2024-03-30 02:46:59,厚底瑪莉珍鞋穿搭請益,"想請問大家這種瑪莉珍鞋大家都怎麼穿搭
然後襪子要買哪一種的比較好
平時穿褲裝居多
但最近有開始想要嘗試長裙～
謝謝大家！！！
",dressup,1,,F,國立雲林科技大學
16,Dcard,https://www.dcard.tw/f/dressup/p/255124020,2024-03-30 10:01:19,#分享 QUEEN SHOP SVIP會員,"目前有全館88折、SVIP滿1000折150的優惠～
因為想延續會員資格
但最近都沒逛到喜歡的衣服🥲（快到期了
有需要的人歡迎私訊我！
門市購買也可以報我的電話～",dressup,0,monburan1983,F,栗子蒙布朗🌰
17,Dcard,https://www.dcard.tw/f/dressup/p/255124219,2024-03-30 10:30:19,#詢問球鞋代購！！,"
想請問有人購買過這家嗎？
因為粉絲很多但是我辨認不出來是不是正版的

如果不是正版的話有人知道哪裡可以買到下面這雙嗎🥲🥲

很喜歡但很少看到有代購在賣",dressup,0,,F,長庚大學
18,Dcard,https://www.dcard.tw/f/dressup/p/255114357,2024-03-29 08:51:27,#分享 156cm 8天日本旅遊穿搭,"Look1.



在大阪神戶的一天，天氣很好！白天有13度
雖然風很冷 但太陽很暖
因為去大阪是逛街行程 這一天就搭配長褲比較方便，鞋子也是好走鞋+小個必備的增高🤣

Look2.



去京都走一個復古感穿搭！
推薦還沒用Dazz相機的人去下載！富士特效很好看！相機帶去完全沒有拿出來：）
都用這個特效拍

Look3.



八天行程有六天都穿這雙 很符合我的腳型
又有增高差不多6公分😻
穿搭上幫助拉長比例很有效！
而且一天都走兩萬步…

Look4.



私心超愛這套的穿搭，綠毛衣完全是我的菜
毛衣跟裙都是 mosdress的 私心很喜歡他們家風格，一定要跟各位分享！
是帶有設計感時髦感的日系風格
每次逛什麼都想加購物車…好恐怖

Look6.


這雪景已經太療癒… 剛好這天也穿的白白的
大衣裡藏著極暖的發熱衣+暖暖包
裙子下是發熱褲
靴子裡是羊毛襪🤣🤣
Look7.



八天裡面最氣質的一天🤣
上衣跟長裙都是緞面材質 一直很愛緞面
整體穿搭感會很有貴氣高級感
鞋子還是一樣的皮鞋 剛好前面有金幣設計
蠻呼應這天比較貴氣感的穿搭

Look8.


這天穿很長的裙子，拍照比較看不到鞋子
所以穿增高鞋超重要，下身比例先加6公分🤣
自己很愛偏長的傘擺裙，臀部修飾力讚！

好久沒有分享！終於努力整理相簿🤣

https://www.instagram.com/peiannaling?igsh=a3Ayazg4OXdhbnpj",dressup,7,lyn2020,F,anna
19,Dcard,https://www.dcard.tw/f/dressup/p/255124684,2024-03-30 11:35:14,#請益 日系傘擺襯衫搭配,"前陣子在QUEEN SHOP買了一件傘擺襯衫
當時在門市試穿的時候是穿著西裝褲搭配的 
店員也說 這樣搭配很適合
當時試穿照鏡子覺得很好看就買了（懷疑門市鏡子有欺騙的效果🤭）

但是回家穿的時候 就覺得不管怎麼搭都很奇怪
因為平常不會穿蛋糕裙、可愛甜美風格的衣服
我媽還說我穿起來很像孕婦裝（？

想詢問版上會穿搭的女孩 怎麼搭會比較好



或是有女孩想要的話可以賣給妳～全新吊牌都還沒拆",dressup,1,,F,國立臺東大學
20,Dcard,https://www.dcard.tw/f/dressup/p/255124678,2024-03-30 11:34:21,晚上好🌇😃,,dressup,1,wgf_1116,M,xxgongfuxx
